id_venda,data,produto,categoria,regiao,vendedor,preco_unitario,quantidade,receita,custo,lucro
4961,2024-06-23,SSD,Armazenamento,Sudeste,Ana,4442.41,7,31096.87,19074.49,12022.38
4962,2024-12-09,Notebook,Computadores,Sudeste,Daniela,3961.0,6,23766.0,15497.06,8268.94
4963,2024-03-03,Headset,Áudio,Centro-Oeste,Helena,7008.38,10,70083.8,52116.52,17967.28
4964,2022-06-17,Notebook,Computadores,Sudeste,Fernanda,51.85,2,103.7,76.51,27.19
4965,2022-01-11,Monitor,Monitores,Sul,Helena,3864.14,9,34777.26,19313.19,15464.07
4966,2023-09-23,Notebook,Computadores,Norte,Eduardo,1530.43,5,7652.15,5086.67,2565.48
4967,2023-07-30,Notebook,Computadores,Norte,Fernanda,3458.65,2,6917.3,3935.75,2981.55
4968,2024-11-09,Mouse,Periféricos,Nordeste,Bruno,1418.67,10,14186.7,9694.32,4492.38
4969,2025-01-01,Monitor,Monitores,Sudeste,Carlos,5251.31,6,31507.86,25601.86,5906.0
4970,2021-09-29,Headset,Áudio,Nordeste,Bruno,6544.69,10,65446.9,48060.15,17386.75
4971,2022-07-18,Mouse,Periféricos,Nordeste,Helena,2123.12,4,8492.48,6732.54,1759.94
4972,2021-06-10,Monitor,Monitores,Nordeste,Daniela,4500.65,9,40505.85,24802.33,15703.52
4973,2024-09-21,Headset,Áudio,Centro-Oeste,Eduardo,7905.58,10,79055.8,53748.15,25307.65
4974,2021-03-02,Webcam,Vídeo,Centro-Oeste,Ana,4286.1,10,42861.0,32588.55,10272.45
4975,2021-08-08,SSD,Armazenamento,Nordeste,Eduardo,5486.24,6,32917.44,21990.56,10926.88
4976,2023-05-05,SSD,Armazenamento,Centro-Oeste,Gabriel,6872.6,7,48108.2,34786.24,13321.96
4977,2024-10-10,HD Externo,Armazenamento,Norte,Ana,6153.62,7,43075.34,33588.77,9486.57
4978,2022-05-29,Webcam,Vídeo,Sul,Gabriel,5359.7,3,16079.1,9164.06,6915.04
4979,2024-12-27,Webcam,Vídeo,Sul,Helena,7341.61,1,7341.61,4894.72,2446.89
4980,2023-12-05,Headset,Áudio,Nordeste,Gabriel,7976.37,5,39881.85,26883.19,12998.66
4981,2024-08-06,Monitor,Monitores,Nordeste,Gabriel,1009.56,9,9086.04,6763.86,2322.18
4982,2024-07-25,Headset,Áudio,Norte,Ana,1234.5,9,11110.5,6067.56,5042.94
4983,2023-02-09,HD Externo,Armazenamento,Nordeste,Gabriel,3365.46,5,16827.3,11217.96,5609.34
4984,2021-01-19,Webcam,Vídeo,Sudeste,Daniela,6892.75,2,13785.5,9225.29,4560.21
4985,2022-05-15,Notebook,Computadores,Centro-Oeste,Daniela,6259.68,3,18779.04,13409.55,5369.49
4986,2023-07-28,Webcam,Vídeo,Sul,Eduardo,4071.76,2,8143.52,6723.8,1419.72
4987,2024-12-04,SSD,Armazenamento,Sudeste,Bruno,6699.22,6,40195.32,30834.48,9360.84
4988,2021-05-28,Teclado,Periféricos,Centro-Oeste,Carlos,3508.84,2,7017.68,4463.38,2554.3
4989,2022-11-11,Monitor,Monitores,Sul,Carlos,3770.08,10,37700.8,26805.16,10895.64
4990,2021-05-18,Teclado,Periféricos,Centro-Oeste,Ana,1993.61,2,3987.22,2991.27,995.95
4991,2024-09-29,Teclado,Periféricos,Norte,Helena,3954.03,10,39540.3,32335.08,7205.22
4992,2023-09-01,Monitor,Monitores,Nordeste,Eduardo,7748.56,5,38742.8,26838.38,11904.42
4993,2023-04-26,SSD,Armazenamento,Sudeste,Gabriel,1669.82,6,10018.92,6220.16,3798.76
4994,2024-03-13,Headset,Áudio,Sul,Gabriel,227.14,5,1135.7,838.17,297.53
4995,2022-04-12,Notebook,Computadores,Nordeste,Fernanda,535.57,7,3748.99,2791.83,957.16
4996,2022-03-04,Monitor,Monitores,Sudeste,Bruno,4939.91,8,39519.28,33392.12,6127.16
4997,2021-11-12,HD Externo,Armazenamento,Norte,Eduardo,5560.14,4,22240.56,14724.92,7515.64
4998,2023-05-24,HD Externo,Armazenamento,Norte,Ana,110.18,5,550.9,457.07,93.83
4999,2021-12-31,Mouse,Periféricos,Norte,Gabriel,3278.23,2,6556.46,4040.82,2515.64
5000,2023-06-11,Mouse,Periféricos,Nordeste,Eduardo,455.2,3,1365.6,884.81,480.79
5001,2023-02-28,HD Externo,Armazenamento,Norte,Daniela,1537.48,5,7687.4,3949.17,3738.23
5002,2022-07-20,Webcam,Vídeo,Norte,Helena,4968.5,6,29811.0,19777.06,10033.94
5003,2023-01-14,Notebook,Computadores,Sul,Fernanda,2362.57,2,4725.14,3366.04,1359.1
5004,2021-06-29,Mouse,Periféricos,Sul,Fernanda,4781.71,9,43035.39,27604.04,15431.35
5005,2022-08-10,Headset,Áudio,Sul,Carlos,4216.46,1,4216.46,2223.51,1992.95
5006,2025-01-31,Teclado,Periféricos,Nordeste,Gabriel,2499.17,3,7497.51,4441.67,3055.84
5007,2021-04-25,Headset,Áudio,Nordeste,Ana,4891.24,6,29347.44,20301.9,9045.54
5008,2024-05-15,Monitor,Monitores,Sul,Ana,6888.88,3,20666.64,13151.07,7515.57
5009,2023-09-29,HD Externo,Armazenamento,Sudeste,Bruno,4781.94,1,4781.94,2691.01,2090.93
5010,2022-12-03,Notebook,Computadores,Sul,Daniela,4927.55,1,4927.55,3561.83,1365.72
5011,2021-07-01,Teclado,Periféricos,Centro-Oeste,Carlos,6809.7,3,20429.1,10882.06,9547.04
5012,2021-03-28,Notebook,Computadores,Sul,Gabriel,207.02,7,1449.14,895.32,553.82
5013,2021-05-12,SSD,Armazenamento,Norte,Helena,6143.02,4,24572.08,12536.37,12035.71
5014,2022-09-29,Headset,Áudio,Sudeste,Gabriel,4416.08,7,30912.56,21615.86,9296.7
5015,2022-03-08,Headset,Áudio,Sudeste,Carlos,6971.85,6,41831.1,21835.15,19995.95
5016,2023-10-28,SSD,Armazenamento,Sudeste,Carlos,3313.09,3,9939.27,5997.93,3941.34
5017,2021-05-03,Headset,Áudio,Centro-Oeste,Bruno,7798.3,3,23394.9,14128.41,9266.49
5018,2024-09-13,Teclado,Periféricos,Centro-Oeste,Helena,1325.16,7,9276.12,7153.18,2122.94
5019,2024-10-02,HD Externo,Armazenamento,Sudeste,Eduardo,209.0,3,627.0,349.53,277.47
5020,2021-05-07,SSD,Armazenamento,Centro-Oeste,Bruno,5605.07,9,50445.63,27244.49,23201.14
5021,2023-09-04,Teclado,Periféricos,Sudeste,Eduardo,3419.4,1,3419.4,2296.66,1122.74
5022,2022-05-16,SSD,Armazenamento,Sudeste,Carlos,3591.42,7,25139.94,13077.5,12062.44
5023,2022-10-20,Webcam,Vídeo,Norte,Helena,200.69,4,802.76,445.76,357.0
5024,2024-09-16,Teclado,Periféricos,Nordeste,Eduardo,7291.11,1,7291.11,3752.79,3538.32
5025,2022-06-22,Monitor,Monitores,Centro-Oeste,Daniela,1114.47,3,3343.41,2508.89,834.52
5026,2024-03-28,Webcam,Vídeo,Sul,Carlos,6824.97,3,20474.91,11733.17,8741.74
5027,2022-10-03,Webcam,Vídeo,Norte,Bruno,5462.33,6,32773.98,18205.26,14568.72
5028,2022-10-03,Notebook,Computadores,Norte,Gabriel,2065.56,7,14458.92,8626.41,5832.51
5029,2024-07-13,Teclado,Periféricos,Centro-Oeste,Helena,7836.23,6,47017.38,33161.02,13856.36
5030,2023-04-05,Teclado,Periféricos,Nordeste,Daniela,6454.89,5,32274.45,19947.78,12326.67
5031,2023-04-21,Webcam,Vídeo,Sul,Bruno,4618.81,10,46188.1,33039.55,13148.55
5032,2022-06-16,Notebook,Computadores,Sudeste,Carlos,2824.57,5,14122.85,7420.23,6702.62
5033,2021-07-25,Webcam,Vídeo,Norte,Bruno,7457.15,6,44742.9,37515.38,7227.52
5034,2023-06-04,SSD,Armazenamento,Sudeste,Daniela,3383.78,6,20302.68,16145.45,4157.23
5035,2024-08-15,HD Externo,Armazenamento,Nordeste,Daniela,155.62,4,622.48,402.49,219.99
5036,2024-10-05,Notebook,Computadores,Norte,Fernanda,7604.42,6,45626.52,23515.35,22111.17
5037,2023-12-13,Teclado,Periféricos,Centro-Oeste,Bruno,6055.99,4,24223.96,18674.74,5549.22
5038,2022-04-19,Headset,Áudio,Sudeste,Helena,5430.66,3,16291.98,9100.26,7191.72
5039,2023-04-02,Mouse,Periféricos,Centro-Oeste,Ana,4272.98,10,42729.8,33255.28,9474.52
5040,2021-06-22,Teclado,Periféricos,Sul,Bruno,7947.8,1,7947.8,6532.15,1415.65
5041,2021-07-09,Teclado,Periféricos,Sul,Ana,4457.8,9,40120.2,27480.07,12640.13
5042,2021-03-10,Monitor,Monitores,Sul,Helena,592.43,1,592.43,312.4,280.03
5043,2022-09-08,Teclado,Periféricos,Norte,Bruno,776.36,3,2329.08,1659.87,669.21
5044,2023-02-17,Teclado,Periféricos,Sudeste,Fernanda,7838.78,9,70549.02,41312.48,29236.54
5045,2023-02-21,Teclado,Periféricos,Nordeste,Fernanda,6835.09,1,6835.09,3947.2,2887.89
5046,2021-02-17,Notebook,Computadores,Nordeste,Ana,2062.9,1,2062.9,1425.87,637.03
5047,2022-11-14,HD Externo,Armazenamento,Sul,Eduardo,3680.45,3,11041.35,8444.72,2596.63
5048,2024-03-17,Monitor,Monitores,Nordeste,Bruno,2981.0,9,26829.0,14618.43,12210.57
5049,2021-06-14,Monitor,Monitores,Norte,Ana,4272.92,10,42729.2,32703.01,10026.19
5050,2023-08-23,Monitor,Monitores,Centro-Oeste,Fernanda,4068.86,5,20344.3,11582.73,8761.57
5051,2022-01-26,Monitor,Monitores,Nordeste,Daniela,3214.5,7,22501.5,17935.95,4565.55
5052,2024-12-21,Notebook,Computadores,Nordeste,Daniela,784.87,9,7063.83,4418.53,2645.3
5053,2021-10-16,Notebook,Computadores,Sudeste,Helena,4500.97,10,45009.7,34641.98,10367.72
5054,2022-11-19,Teclado,Periféricos,Sul,Carlos,5211.97,4,20847.88,14711.19,6136.69
5055,2024-02-24,Teclado,Periféricos,Nordeste,Bruno,4622.69,10,46226.9,28129.25,18097.65
5056,2021-04-27,Webcam,Vídeo,Sudeste,Carlos,92.73,1,92.73,62.56,30.17
5057,2024-10-15,Monitor,Monitores,Nordeste,Daniela,512.6,2,1025.2,716.47,308.73
5058,2022-06-11,HD Externo,Armazenamento,Sudeste,Gabriel,569.3,9,5123.7,3040.49,2083.21
5059,2021-04-18,Mouse,Periféricos,Sudeste,Bruno,2189.15,9,19702.35,16238.17,3464.18
5060,2022-07-17,Notebook,Computadores,Sudeste,Carlos,5513.66,6,33081.96,23614.81,9467.15
5061,2021-05-01,Teclado,Periféricos,Centro-Oeste,Ana,3143.45,5,15717.25,11086.01,4631.24
5062,2021-09-25,Monitor,Monitores,Norte,Eduardo,4318.15,1,4318.15,3506.21,811.94
5063,2024-01-26,Monitor,Monitores,Nordeste,Helena,5707.66,1,5707.66,4307.71,1399.95
5064,2024-06-28,Webcam,Vídeo,Centro-Oeste,Helena,2538.43,6,15230.58,12551.92,2678.66
5065,2023-12-22,Headset,Áudio,Sul,Helena,350.32,5,1751.6,1424.96,326.64
5066,2021-10-01,Teclado,Periféricos,Sudeste,Bruno,1676.8,9,15091.2,7553.81,7537.39
5067,2023-01-20,Webcam,Vídeo,Sudeste,Gabriel,2259.15,10,22591.5,17968.85,4622.65
5068,2021-12-18,Teclado,Periféricos,Centro-Oeste,Daniela,1616.32,1,1616.32,929.27,687.05
5069,2023-09-25,Teclado,Periféricos,Norte,Bruno,1143.49,3,3430.47,2503.54,926.93
5070,2023-11-30,Webcam,Vídeo,Sul,Daniela,6740.78,7,47185.46,28205.39,18980.07
5071,2023-05-16,SSD,Armazenamento,Centro-Oeste,Eduardo,5235.21,10,52352.1,38409.01,13943.09
5072,2022-04-11,Webcam,Vídeo,Sudeste,Daniela,4434.21,3,13302.63,10838.87,2463.76
5073,2022-08-24,Headset,Áudio,Centro-Oeste,Bruno,6277.66,6,37665.96,31944.28,5721.68
5074,2024-06-02,Mouse,Periféricos,Sudeste,Bruno,3716.9,7,26018.3,14126.0,11892.3
5075,2021-01-28,Notebook,Computadores,Sudeste,Carlos,7183.47,2,14366.94,11121.4,3245.54
5076,2021-12-11,Headset,Áudio,Sudeste,Bruno,4442.2,5,22211.0,16090.36,6120.64
5077,2023-01-22,Teclado,Periféricos,Centro-Oeste,Carlos,6166.66,6,36999.96,29759.77,7240.19
5078,2023-09-11,SSD,Armazenamento,Sul,Bruno,1794.74,3,5384.22,4011.37,1372.85
5079,2023-07-04,Teclado,Periféricos,Centro-Oeste,Gabriel,1913.49,5,9567.45,7510.44,2057.01
5080,2021-07-06,Teclado,Periféricos,Norte,Eduardo,4127.36,9,37146.24,24100.12,13046.12
5081,2021-10-07,Teclado,Periféricos,Nordeste,Bruno,1780.71,9,16026.39,12364.04,3662.35
5082,2024-09-06,Monitor,Monitores,Sudeste,Carlos,7964.2,1,7964.2,4207.78,3756.42
5083,2024-05-02,Mouse,Periféricos,Sul,Daniela,4752.57,6,28515.42,16044.81,12470.61
5084,2022-12-03,Mouse,Periféricos,Sudeste,Bruno,3228.83,3,9686.49,6506.35,3180.14
5085,2021-10-25,Headset,Áudio,Sudeste,Bruno,3173.48,8,25387.84,20871.23,4516.61
5086,2024-11-27,Headset,Áudio,Norte,Ana,6359.24,7,44514.68,34832.71,9681.97
5087,2024-09-08,Mouse,Periféricos,Norte,Gabriel,6808.52,4,27234.08,16453.85,10780.23
5088,2022-10-07,Webcam,Vídeo,Nordeste,Carlos,5486.88,2,10973.76,8020.09,2953.67
5089,2023-09-20,Teclado,Periféricos,Centro-Oeste,Fernanda,942.39,9,8481.51,5455.62,3025.89
5090,2025-02-09,Webcam,Vídeo,Sul,Helena,1397.83,7,9784.81,7269.6,2515.21
5091,2023-06-07,Webcam,Vídeo,Sudeste,Gabriel,2159.11,5,10795.55,6540.96,4254.59
5092,2021-10-11,Monitor,Monitores,Norte,Eduardo,4247.21,6,25483.26,19069.95,6413.31
5093,2024-11-21,HD Externo,Armazenamento,Nordeste,Bruno,3899.53,3,11698.59,8371.17,3327.42
5094,2022-01-05,Webcam,Vídeo,Norte,Carlos,5577.31,8,44618.48,31656.01,12962.47
5095,2023-09-18,SSD,Armazenamento,Centro-Oeste,Bruno,6407.4,7,44851.8,37063.34,7788.46
5096,2022-09-26,Headset,Áudio,Nordeste,Ana,1603.13,8,12825.04,6667.43,6157.61
5097,2022-07-25,SSD,Armazenamento,Nordeste,Carlos,4995.72,6,29974.32,15975.14,13999.18
5098,2022-02-15,Mouse,Periféricos,Sudeste,Eduardo,870.16,10,8701.6,6472.99,2228.61
5099,2022-03-10,Monitor,Monitores,Sudeste,Ana,4195.41,6,25172.46,13018.79,12153.67
5100,2023-05-10,Monitor,Monitores,Nordeste,Fernanda,4011.99,7,28083.93,18956.01,9127.92
5101,2022-07-26,Notebook,Computadores,Sul,Bruno,6899.49,8,55195.92,28758.43,26437.49
5102,2024-11-03,Teclado,Periféricos,Sudeste,Ana,7378.89,7,51652.23,36941.64,14710.59
5103,2022-05-01,Mouse,Periféricos,Sudeste,Bruno,6587.14,2,13174.28,8888.8,4285.48
5104,2022-09-11,HD Externo,Armazenamento,Norte,Helena,6574.0,9,59166.0,48344.55,10821.45
5105,2023-02-06,Headset,Áudio,Sudeste,Daniela,1790.09,9,16110.81,9130.92,6979.89
5106,2022-11-11,Notebook,Computadores,Centro-Oeste,Bruno,4967.75,4,19871.0,16223.49,3647.51
5107,2022-11-04,Headset,Áudio,Norte,Gabriel,6593.07,10,65930.7,51292.54,14638.16
5108,2024-08-09,Teclado,Periféricos,Centro-Oeste,Bruno,5779.15,1,5779.15,4851.64,927.51
5109,2023-01-08,Headset,Áudio,Norte,Eduardo,83.02,7,581.14,326.68,254.46
5110,2024-06-20,Notebook,Computadores,Centro-Oeste,Helena,1162.6,10,11626.0,8841.11,2784.89
5111,2021-04-15,SSD,Armazenamento,Nordeste,Carlos,1849.67,2,3699.34,3049.26,650.08
5112,2022-07-05,Mouse,Periféricos,Centro-Oeste,Ana,7081.45,7,49570.15,41123.58,8446.57
5113,2024-01-08,Notebook,Computadores,Centro-Oeste,Bruno,5518.75,6,33112.5,18709.57,14402.93
5114,2021-09-06,SSD,Armazenamento,Sul,Bruno,1883.38,2,3766.76,2784.91,981.85
5115,2021-10-21,Mouse,Periféricos,Nordeste,Helena,7816.22,4,31264.88,16680.93,14583.95
5116,2022-09-12,Headset,Áudio,Nordeste,Carlos,3473.62,6,20841.72,15618.61,5223.11
5117,2024-11-23,Webcam,Vídeo,Sul,Fernanda,6431.36,6,38588.16,21750.12,16838.04
5118,2023-01-23,Notebook,Computadores,Sudeste,Bruno,5327.71,5,26638.55,17105.42,9533.13
5119,2023-09-09,Monitor,Monitores,Nordeste,Bruno,3080.81,6,18484.86,13528.73,4956.13
5120,2023-11-20,Monitor,Monitores,Sudeste,Helena,4290.92,6,25745.52,15504.3,10241.22
5121,2022-07-15,SSD,Armazenamento,Centro-Oeste,Carlos,7575.46,2,15150.92,11613.26,3537.66
5122,2022-07-21,Notebook,Computadores,Sul,Ana,4511.76,6,27070.56,20544.03,6526.53
5123,2024-09-19,HD Externo,Armazenamento,Norte,Gabriel,6296.37,5,31481.85,16139.85,15342.0
5124,2022-06-04,Mouse,Periféricos,Norte,Carlos,198.26,8,1586.08,1316.04,270.04
5125,2021-02-06,SSD,Armazenamento,Centro-Oeste,Ana,6165.24,3,18495.72,12629.91,5865.81
5126,2023-10-01,Monitor,Monitores,Sudeste,Carlos,4900.09,4,19600.36,11095.54,8504.82
5127,2023-09-09,Monitor,Monitores,Sul,Daniela,6842.28,3,20526.84,12725.42,7801.42
5128,2023-03-21,Monitor,Monitores,Norte,Fernanda,3192.17,4,12768.68,10144.62,2624.06
5129,2024-02-29,HD Externo,Armazenamento,Centro-Oeste,Eduardo,7213.74,6,43282.44,35261.12,8021.32
5130,2023-04-09,Mouse,Periféricos,Norte,Carlos,4377.29,9,39395.61,28068.0,11327.61
5131,2024-05-03,Webcam,Vídeo,Nordeste,Ana,955.63,9,8600.67,5834.65,2766.02
5132,2022-11-22,Headset,Áudio,Centro-Oeste,Carlos,4270.06,2,8540.12,4745.55,3794.57
5133,2021-04-12,Headset,Áudio,Centro-Oeste,Fernanda,3842.96,1,3842.96,2058.41,1784.55
5134,2021-02-18,Headset,Áudio,Sul,Bruno,6332.23,3,18996.69,14520.3,4476.39
5135,2025-02-08,Webcam,Vídeo,Nordeste,Helena,4992.44,8,39939.52,22914.83,17024.69
5136,2023-05-23,Headset,Áudio,Norte,Eduardo,1463.29,2,2926.58,1763.93,1162.65
5137,2024-06-21,Monitor,Monitores,Sudeste,Carlos,2564.93,3,7694.79,5015.95,2678.84
5138,2024-04-26,SSD,Armazenamento,Centro-Oeste,Gabriel,7882.94,2,15765.88,12760.35,3005.53
5139,2021-04-03,Teclado,Periféricos,Sul,Gabriel,1950.94,8,15607.52,9753.73,5853.79
5140,2021-10-13,Webcam,Vídeo,Sudeste,Daniela,1936.08,2,3872.16,2519.5,1352.66
5141,2023-03-26,Notebook,Computadores,Sul,Gabriel,4394.71,9,39552.39,22315.03,17237.36
5142,2022-06-02,Mouse,Periféricos,Sudeste,Gabriel,4290.31,6,25741.86,13358.87,12382.99
5143,2023-08-08,Headset,Áudio,Sul,Carlos,7436.51,9,66928.59,36087.77,30840.82
5144,2021-10-04,Monitor,Monitores,Nordeste,Helena,4254.11,6,25524.66,14195.5,11329.16
5145,2023-12-17,Monitor,Monitores,Sudeste,Ana,993.37,8,7946.96,4150.75,3796.21
5146,2024-01-04,Webcam,Vídeo,Sudeste,Fernanda,193.43,5,967.15,529.43,437.72
5147,2023-08-11,Monitor,Monitores,Nordeste,Eduardo,7147.09,4,28588.36,20073.3,8515.06
5148,2021-09-23,SSD,Armazenamento,Nordeste,Daniela,1710.4,8,13683.2,7840.4,5842.8
5149,2022-04-05,Notebook,Computadores,Sul,Carlos,1808.33,8,14466.64,8429.26,6037.38
5150,2023-01-24,HD Externo,Armazenamento,Norte,Ana,1703.88,9,15334.92,8639.69,6695.23
5151,2022-07-11,Teclado,Periféricos,Sudeste,Helena,5481.24,4,21924.96,18406.29,3518.67
5152,2021-06-18,HD Externo,Armazenamento,Sudeste,Helena,2029.41,9,18264.69,12920.38,5344.31
5153,2023-09-23,Mouse,Periféricos,Sul,Helena,2888.39,1,2888.39,1711.33,1177.06
5154,2023-11-20,Monitor,Monitores,Norte,Ana,1262.27,2,2524.54,1520.8,1003.74
5155,2021-02-21,Notebook,Computadores,Norte,Daniela,361.28,8,2890.24,1826.18,1064.06
5156,2022-03-18,Teclado,Periféricos,Centro-Oeste,Gabriel,6670.22,3,20010.66,15700.68,4309.98
5157,2023-07-20,Mouse,Periféricos,Nordeste,Eduardo,2589.4,5,12947.0,9663.07,3283.93
5158,2024-06-27,Webcam,Vídeo,Sudeste,Ana,2574.91,10,25749.1,16294.73,9454.37
5159,2022-10-21,Headset,Áudio,Norte,Bruno,1752.22,9,15769.98,11428.13,4341.85
5160,2023-07-27,Webcam,Vídeo,Nordeste,Ana,4382.09,5,21910.45,18542.67,3367.78
5161,2022-11-16,Teclado,Periféricos,Norte,Fernanda,4437.65,8,35501.2,26623.18,8878.02
5162,2022-01-14,Monitor,Monitores,Sul,Daniela,5063.12,9,45568.08,26796.3,18771.78
5163,2024-05-28,HD Externo,Armazenamento,Centro-Oeste,Eduardo,7093.76,8,56750.08,47069.47,9680.61
5164,2021-06-16,Monitor,Monitores,Nordeste,Carlos,262.18,7,1835.26,1027.54,807.72
5165,2024-06-22,Webcam,Vídeo,Sudeste,Eduardo,2488.83,1,2488.83,2060.53,428.3
5166,2021-09-30,Webcam,Vídeo,Sudeste,Gabriel,7512.73,5,37563.65,23650.55,13913.1
5167,2021-03-07,Teclado,Periféricos,Centro-Oeste,Helena,4574.85,4,18299.4,13356.62,4942.78
5168,2023-02-20,SSD,Armazenamento,Norte,Eduardo,874.65,9,7871.85,5529.19,2342.66
5169,2021-03-11,HD Externo,Armazenamento,Nordeste,Bruno,3700.49,8,29603.92,23996.39,5607.53
5170,2024-01-05,Monitor,Monitores,Centro-Oeste,Daniela,7101.76,1,7101.76,4357.15,2744.61
5171,2024-03-01,Teclado,Periféricos,Centro-Oeste,Helena,1350.14,5,6750.7,4306.02,2444.68
5172,2024-07-12,SSD,Armazenamento,Sul,Fernanda,153.24,2,306.48,195.7,110.78
5173,2021-05-29,Notebook,Computadores,Nordeste,Eduardo,166.72,2,333.44,281.19,52.25
5174,2021-05-22,Teclado,Periféricos,Centro-Oeste,Helena,3627.22,10,36272.2,27456.27,8815.93
5175,2022-09-19,Webcam,Vídeo,Norte,Gabriel,1113.24,3,3339.72,2743.06,596.66
5176,2024-01-03,SSD,Armazenamento,Sul,Ana,1382.28,9,12440.52,8803.59,3636.93
5177,2025-01-22,Webcam,Vídeo,Sul,Daniela,167.37,7,1171.59,901.85,269.74
5178,2022-02-03,Teclado,Periféricos,Nordeste,Carlos,5935.54,4,23742.16,13192.52,10549.64
5179,2024-04-13,HD Externo,Armazenamento,Centro-Oeste,Carlos,2504.26,6,15025.56,8345.18,6680.38
5180,2024-12-12,Notebook,Computadores,Nordeste,Eduardo,1335.67,3,4007.01,3091.39,915.62
5181,2022-11-01,Notebook,Computadores,Centro-Oeste,Helena,5294.14,7,37058.98,24644.33,12414.65
5182,2022-03-28,Teclado,Periféricos,Centro-Oeste,Carlos,3269.27,7,22884.89,17466.26,5418.63
5183,2022-07-28,SSD,Armazenamento,Norte,Daniela,534.02,8,4272.16,3547.75,724.41
5184,2023-06-17,Notebook,Computadores,Sul,Daniela,6514.58,6,39087.48,29700.32,9387.16
5185,2024-02-14,HD Externo,Armazenamento,Sudeste,Bruno,6324.34,10,63243.4,34020.37,29223.03
5186,2023-06-02,HD Externo,Armazenamento,Sul,Ana,2800.37,1,2800.37,2255.45,544.92
5187,2021-10-07,Notebook,Computadores,Norte,Gabriel,5053.88,2,10107.76,5844.66,4263.1
5188,2022-06-14,Monitor,Monitores,Sul,Bruno,3822.38,9,34401.42,24813.87,9587.55
5189,2021-10-31,Monitor,Monitores,Centro-Oeste,Bruno,3648.88,1,3648.88,2974.82,674.06
5190,2021-01-22,Teclado,Periféricos,Sudeste,Fernanda,6183.82,9,55654.38,45672.06,9982.32
5191,2024-05-03,SSD,Armazenamento,Sudeste,Ana,2704.55,2,5409.1,4272.09,1137.01
5192,2022-06-20,Mouse,Periféricos,Centro-Oeste,Bruno,5496.51,3,16489.53,12005.11,4484.42
5193,2024-07-22,SSD,Armazenamento,Nordeste,Gabriel,5376.49,9,48388.41,34112.38,14276.03
5194,2025-01-07,Notebook,Computadores,Sul,Carlos,311.25,8,2490.0,1481.06,1008.94
5195,2022-02-22,SSD,Armazenamento,Norte,Carlos,3448.68,4,13794.72,11431.21,2363.51
5196,2021-04-06,Notebook,Computadores,Norte,Helena,6970.18,9,62731.62,52795.06,9936.56
5197,2021-04-17,Webcam,Vídeo,Nordeste,Eduardo,4413.07,4,17652.28,10798.09,6854.19
5198,2024-04-11,Monitor,Monitores,Nordeste,Daniela,573.07,2,1146.14,958.05,188.09
5199,2023-08-25,Webcam,Vídeo,Nordeste,Helena,7935.37,4,31741.48,26961.25,4780.23
5200,2023-09-09,Mouse,Periféricos,Sul,Helena,4896.04,4,19584.16,15734.91,3849.25
5201,2021-05-07,Teclado,Periféricos,Norte,Bruno,3739.96,8,29919.68,16046.46,13873.22
5202,2022-05-07,Headset,Áudio,Norte,Fernanda,358.84,7,2511.88,2009.32,502.56
5203,2024-01-12,Notebook,Computadores,Sudeste,Fernanda,4269.65,4,17078.6,13072.43,4006.17
5204,2021-11-28,Monitor,Monitores,Centro-Oeste,Gabriel,4099.97,7,28699.79,22375.16,6324.63
5205,2022-07-31,Notebook,Computadores,Norte,Eduardo,1305.01,10,13050.1,10206.9,2843.2
5206,2024-02-11,Teclado,Periféricos,Norte,Gabriel,7486.61,4,29946.44,19988.99,9957.45
5207,2022-07-26,Headset,Áudio,Centro-Oeste,Ana,4050.71,7,28354.97,16861.66,11493.31
5208,2023-12-20,Mouse,Periféricos,Sudeste,Carlos,3778.94,6,22673.64,14751.82,7921.82
5209,2024-01-11,Webcam,Vídeo,Sul,Helena,1210.51,3,3631.53,3069.84,561.69
5210,2023-02-22,Mouse,Periféricos,Sudeste,Ana,3205.31,5,16026.55,8541.09,7485.46
5211,2024-08-13,Monitor,Monitores,Nordeste,Ana,1031.25,4,4125.0,3200.09,924.91
5212,2021-11-20,Monitor,Monitores,Sudeste,Gabriel,1949.49,1,1949.49,1124.49,825.0
5213,2022-01-09,Webcam,Vídeo,Sudeste,Helena,959.88,3,2879.64,1568.41,1311.23
5214,2024-10-07,Notebook,Computadores,Centro-Oeste,Fernanda,2126.16,8,17009.28,10768.83,6240.45
5215,2022-03-17,Teclado,Periféricos,Nordeste,Ana,6091.75,2,12183.5,8995.7,3187.8
5216,2021-01-08,Headset,Áudio,Norte,Helena,2473.75,10,24737.5,18570.3,6167.2
5217,2024-05-15,SSD,Armazenamento,Nordeste,Bruno,1293.41,2,2586.82,2022.99,563.83
5218,2024-03-28,Mouse,Periféricos,Centro-Oeste,Bruno,168.12,7,1176.84,854.57,322.27
5219,2024-09-15,Headset,Áudio,Sudeste,Eduardo,129.77,2,259.54,185.56,73.98
5220,2021-09-27,Teclado,Periféricos,Norte,Bruno,5492.72,2,10985.44,6205.27,4780.17
5221,2022-12-30,Headset,Áudio,Norte,Fernanda,3852.59,8,30820.72,16974.84,13845.88
5222,2023-07-01,Webcam,Vídeo,Norte,Carlos,7186.84,2,14373.68,10864.05,3509.63
